course_id,course_type,year,enrollment_count,pre_score,post_score,pre_requirement,department
1730,online,2014,256,9.47,NA,NA,Mathematics
1731,online,2012,256,14,69,Beginner,Engineering
1732,classroom,2021,180,82.96,77,Beginner,Engineering
1733,online,2018,247,53.84,85,Beginner,Math
1734,online,2020,261,26.21,76,NA,Technology
1735,classroom,2016,185,98.83,78,None,Technology
1736,online,2020,262,7.02,71,None,Technology
1737,classroom,2021,165,-,83,Beginner,Science
1738,classroom,2018,170,20.73,73,Intermediate,Engineering
1739,online,2021,261,62.51,74,None,Technology
1740,online,2012,261,60.58,74,None,Technology
1741,online,2014,261,70.84,81,None,Technology
1742,online,2017,261,85.51,78,None,Technology
1743,online,2012,251,82.66,NA,Beginner,Technology
1744,online,2020,256,20.45,59,None,Mathematics
1745,online,2015,241,85.21,NA,Beginner,Science
1746,classroom,2020,160,4.07,68,Intermediate,Mathematics
1747,online,2011,251,43.05,NA,None,Science
1748,online,2013,256,17.86,83,None,Mathematics
1749,online,2014,251,21.94,NA,None,Science
1750,online,2022,251,28.91,68,Beginner,Technology
1751,online,2018,257,55.81,NA,None,Mathematics
1752,classroom,2013,165,66.67,68,Intermediate,Technology
1753,online,2022,261,10.29,69,None,Technology
1754,online,2021,251,70.28,76,Beginner,Technology
1755,classroom,2014,155,9.01,70,Intermediate,Science
1756,online,2016,261,30.91,83,None,Technology
1757,online,2013,255,-,79,None,Mathematics
1758,classroom,2013,169,74.26,69,Beginner,Math
1759,online,2022,261,71.52,79,None,Technology
1760,online,2016,246,8.9,72,Beginner,Math
1761,online,2017,246,28.1,66,Beginner,Math
1762,online,2012,257,42.66,89,None,Mathematics
1763,online,2018,251,16.78,61,Beginner,Technology
1764,online,2016,242,22.6,75,Beginner,Science
1765,online,2014,247,80.19,74,Beginner,Mathematics
1766,online,2021,236,31.28,61,Intermediate,Mathematics
1767,online,2021,241,65.22,76,Beginner,Science
1768,classroom,2015,180,41.17,77,NA,Mathematics
1769,classroom,2022,180,-,NA,Beginner,Engineering
1770,online,2018,256,92.55,85,None,Math
1771,classroom,2013,175,30.7,60,Beginner,Technology
1772,online,2011,261,-,79,None,Technology
1773,online,2012,246,34.3,69,Beginner,Mathematics
1774,online,2012,246,2.05,63,Beginner,Mathematics
1775,online,2021,261,19.95,64,None,Technology
1776,online,2011,231,25.64,61,Intermediate,Science
1777,online,2011,256,34.4,78,None,Mathematics
1778,classroom,2018,175,60.75,76,None,Science
1779,online,2011,251,26.34,84,None,Science
1780,classroom,2021,190,51.51,79,None,Engineering
1781,online,2014,241,69.56,84,Beginner,Science
1782,online,2018,251,26.31,70,Beginner,Technology
1783,online,2020,261,58.28,70,None,Technology
1784,classroom,2022,170,3.71,70,Beginner,Mathematics
1785,classroom,2022,170,19.18,75,Intermediate,Engineering
1786,online,2012,232,8.84,71,Intermediate,Science
1787,online,2018,261,53.6,84,None,Technology
1788,online,2016,236,76.19,74,Intermediate,Mathematics
1789,online,2011,251,22.45,NA,Beginner,Technology
1790,online,2015,251,78.1,85,None,Science
1791,online,2016,241,56.23,70,Beginner,Science
1792,online,2012,251,39.12,77,None,Science
1793,online,2012,261,40.38,67,None,Technology
1794,classroom,2022,165,31.62,78,Beginner,Science
1795,online,2022,251,14.42,74,None,Science
1796,online,2014,246,79.54,NA,Beginner,Mathematics
1797,online,2016,251,20.22,64,None,Science
1798,online,2019,261,60.51,74,None,Technology
1799,online,2018,251,57.4,68,Beginner,Technology
1800,online,2022,261,43.5,NA,None,Technology
1801,online,2015,251,89.43,78,Beginner,Technology
1802,online,2012,256,99.6,NA,None,Mathematics
1803,classroom,2018,170,14.78,63,Beginner,Mathematics
1804,classroom,2011,170,72.14,84,Beginner,Math
1805,online,2020,257,57.55,78,None,Math
1806,classroom,2011,180,64,92,Beginner,Engineering
1807,classroom,2012,175,95.45,90,None,Science
1808,online,2019,251,-,62,Beginner,Technology
1809,online,2021,251,31.63,57,None,Science
1810,classroom,2022,160,21.23,80,Intermediate,Mathematics
1811,online,2022,237,62.17,96,Intermediate,Mathematics
1812,online,2022,231,-,71,Intermediate,Science
1813,online,2013,241,76.13,NA,Beginner,Science
1814,online,2015,261,77.26,78,None,Technology
1815,classroom,2011,155,66.6,69,Intermediate,Science
1816,classroom,2019,165,43.23,77,Intermediate,Technology
1817,classroom,2014,160,58.81,86,Intermediate,Mathematics
1818,classroom,2021,170,71.11,89,Intermediate,Engineering
1819,online,2020,261,18.02,61,None,Technology
1820,online,2018,261,68.47,77,NA,Technology
1821,online,2011,246,15.55,65,Beginner,Mathematics
1822,online,2013,256,34.12,79,None,Mathematics
1823,classroom,2013,170,75.64,NA,Intermediate,Engineering
1824,online,2017,231,27.61,63,Intermediate,Science
1825,online,2014,248,15.33,71,Beginner,Math
1826,online,2017,241,50.73,67,Beginner,Science
1827,online,2012,261,92.21,83,None,Technology
1828,online,2015,261,51.1,81,None,Technology
1829,online,2021,261,45.44,66,None,Technology
1830,classroom,2020,161,5.22,72,Intermediate,Math
1831,classroom,2017,175,32.27,77,Beginner,Technology
1832,online,2011,251,30.55,72,Beginner,Technology
1833,online,2018,241,60.9,80,Beginner,Science
1834,online,2012,246,6.65,67,Beginner,Mathematics
1835,online,2016,261,95.89,83,None,Technology
1836,online,2022,245,75.93,76,Beginner,Math
1837,online,2012,251,3.37,63,None,Science
1838,classroom,2015,155,30.55,75,Intermediate,Science
1839,online,2021,261,31.61,73,None,Technology
1840,online,2022,256,97.68,95,None,Math
1841,online,2011,241,91.41,79,Intermediate,Technology
1842,online,2021,236,17.35,75,Intermediate,Mathematics
1843,online,2016,257,87.68,89,None,Math
1844,online,2021,231,58.12,80,Intermediate,Science
1845,online,2012,261,-,78,None,Technology
1846,classroom,2018,155,60.01,81,Intermediate,Science
1847,online,2016,261,94.27,85,None,Technology
1848,online,2011,257,76,81,None,Mathematics
1849,online,2013,256,20.67,66,None,Math
1850,online,2017,256,17.57,72,None,Math
